func,classification
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
merge,data cleaning
filter,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
bind_rows,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
rm,setup
ls,setup
load,setup
load,setup
load,setup
load,setup
load,setup
load,setup
load,setup
load,setup
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
rm,setup
ls,setup
load,setup
load,setup
load,setup
load,setup
function,setup
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
filter,data cleaning
select,data cleaning
merge,data cleaning
abs,data cleaning
filter,data cleaning
arrange,data cleaning
desc,data cleaning
return,data cleaning
rm,setup
ls,setup
options,setup
par,evaluation
par,evaluation
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
setwd,setup
if,data cleaning
grepl,data cleaning
getwd,setup
source,setup
paste0,setup
setwd,setup
if,data cleaning
grepl,data cleaning
getwd,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
list,data cleaning
paste0,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
list,data cleaning
paste0,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
list,data cleaning
paste0,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
list,data cleaning
paste0,setup
load,setup
paste0,setup
load,setup
paste0,setup
mutate,data cleaning
rownames,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
write.csv,setup
paste0,setup
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
write.csv,setup
paste0,setup
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
list,data cleaning
paste0,setup
list,data cleaning
paste0,setup
load,setup
paste0,setup
load,setup
paste0,setup
rename,data cleaning
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
anti_join,data cleaning
table,evaluation
table,evaluation
table,evaluation
