func,classification
as.Date,data cleaning
group_by,data cleaning
mutate,data cleaning
n,data cleaning
ungroup,data cleaning
filter,data cleaning
str_detect,data cleaning
tolower,data cleaning
group_by,data cleaning
summarise,data cleaning
max,exploratory
as.Date,data cleaning
left_join,data cleaning
list,data cleaning
group_by,data cleaning
summarise,data cleaning
paste0,import
arrange,data cleaning
list,data cleaning
for,data cleaning
as,data cleaning
lapply,data cleaning
do.call,data cleaning
colnames,data cleaning
paste0,import
data.frame,data cleaning
select,data cleaning
distinct,data cleaning
arrange,data cleaning
data.frame,data cleaning
select,data cleaning
distinct,data cleaning
arrange,data cleaning
list,data cleaning
for,data cleaning
as,data cleaning
str_detect,data cleaning
lapply,data cleaning
do.call,data cleaning
colnames,data cleaning
paste0,import
data.frame,data cleaning
group_by,data cleaning
summarise,data cleaning
paste0,import
arrange,data cleaning
pull,evaluation
tolower,data cleaning
transform,data cleaning
colnames,data cleaning
paste0,import
colnames,data cleaning
data.frame,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
list,data cleaning
ungroup,data cleaning
left_join,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
list,data cleaning
ungroup,data cleaning
left_join,data cleaning
list,data cleaning
group_by,data cleaning
mutate,data cleaning
max,exploratory
select,data cleaning
mutate,data cleaning
distinct,data cleaning
ungroup,data cleaning
arrange,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
select,data cleaning
data.frame,data cleaning
select,data cleaning
return,data cleaning
list,data cleaning
seq,visualization
lapply,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
rm,setup
gc,setup
set.seed,setup
group_by,data cleaning
summarise,data cleaning
max,exploratory
group_by,data cleaning
mutate,data cleaning
sample,data cleaning
n,data cleaning
ungroup,data cleaning
select,data cleaning
left_join,data cleaning
seq,visualization
lapply,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
rm,setup
gc,setup
save,export
max,exploratory
seq,visualization
lapply,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
for,data cleaning
length,data cleaning
rbind,data cleaning
rm,setup
gc,setup
save,export
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
load,import
list,data cleaning
for,data cleaning
which,data cleaning
trainControl,modeling
ifelse,data cleaning
factor,data cleaning
set.seed,setup
expand.grid,data cleaning
seq,visualization
sample,data cleaning
nrow,data cleaning
train,modeling
fit,modeling
function,data cleaning
capture.output,communication
train,modeling
data.frame,data cleaning
list,data cleaning
list,data cleaning
names,data cleaning
library,setup
set.seed,setup
readRDS,import
for,data cleaning
unique,data cleaning
print,communication
filter,data cleaning
predict,modeling
data.frame,data cleaning
ifelse,data cleaning
factor,data cleaning
confusionMatrix,modeling
print,communication
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
load,import
function,data cleaning
as.matrix,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
factor,data cleaning
row.names,data cleaning
row.names,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
table,exploratory
rm,setup
gc,setup
as.numeric,data cleaning
list,data cleaning
return,data cleaning
set.seed,setup
predict,modeling
write.csv,export
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
load,import
list,data cleaning
for,data cleaning
which,data cleaning
function,data cleaning
vector,setup
for,data cleaning
as.matrix,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
factor,data cleaning
row.names,data cleaning
row.names,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
table,exploratory
rm,setup
gc,setup
as.numeric,data cleaning
mutate,data cleaning
ifelse,data cleaning
factor,data cleaning
as.numeric,data cleaning
list,data cleaning
predict,modeling
as.numeric,data cleaning
print,communication
as.numeric,data cleaning
print,communication
as.numeric,data cleaning
print,communication
list,data cleaning
mean,data cleaning
list,data cleaning
set.seed,setup
function,data cleaning
as.matrix,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
factor,data cleaning
row.names,data cleaning
row.names,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
table,exploratory
rm,setup
gc,setup
as.numeric,data cleaning
list,data cleaning
return,data cleaning
set.seed,setup
predict,modeling
group_by,data cleaning
summarise,data cleaning
data.frame,data cleaning
for,data cleaning
as.character,data cleaning
unique,data cleaning
print,communication
which,data cleaning
which,data cleaning
predict,modeling
data.frame,data cleaning
bind_rows,data cleaning
rm,setup
